data,labels
"[0.0, 0.33494073152542114, 0.011110752820968628, 0.2453840970993042, 0.052467942237854004, 0.14046573638916016, 0.07079944014549255, 0.06416302919387817, 0.06628695130348206, 0.0, 0.08044910430908203, 0.16214483976364136, 0.1851499378681183, 0.16918623447418213, 0.1595517098903656, 0.19234269857406616, 0.11939454078674316, 0.1966591477394104, 0.08706283569335938, 0.22903335094451904, 0.1941324770450592, 0.22755694389343262, 0.16226494312286377, 0.24328559637069702, 0.12004953622817993, 0.24796491861343384, 0.09375610947608948, 0.29679787158966064, 0.18677914142608643, 0.2865647077560425, 0.15641939640045166, 0.29691606760025024, 0.11798319220542908, 0.3034745454788208, 0.09969919919967651, 0.36045390367507935, 0.17195236682891846, 0.34243595600128174, 0.14761611819267273, 0.3454970717430115, 0.11411893367767334, 0.34887927770614624]",Like
"[0.0, 0.33654841780662537, 0.014644116163253784, 0.24756518006324768, 0.05918759107589722, 0.14189454913139343, 0.07950052618980408, 0.06527072191238403, 0.07440578937530518, 0.0, 0.08255890011787415, 0.16315630078315735, 0.18994998931884766, 0.17664310336112976, 0.16614404320716858, 0.2003771960735321, 0.12726441025733948, 0.20249834656715393, 0.08550834655761719, 0.2316356599330902, 0.19662880897521973, 0.23689201474189758, 0.16585904359817505, 0.2522366940975189, 0.12343063950538635, 0.2542446553707123, 0.09092822670936584, 0.30021896958351135, 0.18755117058753967, 0.2946913540363312, 0.1581878364086151, 0.30426034331321716, 0.12010633945465088, 0.30804798007011414, 0.09718993306159973, 0.3642423450946808, 0.1725785732269287, 0.3490515649318695, 0.14894479513168335, 0.3521865904331207, 0.11541798710823059, 0.35438403487205505]",Like
"[0.0, 0.33654841780662537, 0.014644116163253784, 0.24756518006324768, 0.05918759107589722, 0.14189454913139343, 0.07950052618980408, 0.06527072191238403, 0.07440578937530518, 0.0, 0.08255890011787415, 0.16315630078315735, 0.18994998931884766, 0.17664310336112976, 0.16614404320716858, 0.2003771960735321, 0.12726441025733948, 0.20249834656715393, 0.08550834655761719, 0.2316356599330902, 0.19662880897521973, 0.23689201474189758, 0.16585904359817505, 0.2522366940975189, 0.12343063950538635, 0.2542446553707123, 0.09092822670936584, 0.30021896958351135, 0.18755117058753967, 0.2946913540363312, 0.1581878364086151, 0.30426034331321716, 0.12010633945465088, 0.30804798007011414, 0.09718993306159973, 0.3642423450946808, 0.1725785732269287, 0.3490515649318695, 0.14894479513168335, 0.3521865904331207, 0.11541798710823059, 0.35438403487205505]",Like
"[0.0, 0.3295384645462036, 0.01665663719177246, 0.2438734769821167, 0.06432253122329712, 0.13834798336029053, 0.08605241775512695, 0.06517571210861206, 0.08446726202964783, 0.0, 0.08399736881256104, 0.1628451943397522, 0.1905651092529297, 0.18113213777542114, 0.1670302152633667, 0.2019106149673462, 0.12858524918556213, 0.20304155349731445, 0.08653977513313293, 0.23348337411880493, 0.19558757543563843, 0.2433689832687378, 0.16717296838760376, 0.25719016790390015, 0.12501934170722961, 0.259171724319458, 0.09211090207099915, 0.3039053678512573, 0.1863161325454712, 0.3011108636856079, 0.15846630930900574, 0.309672474861145, 0.11997416615486145, 0.3126598596572876, 0.09871989488601685, 0.36830633878707886, 0.17010584473609924, 0.35284292697906494, 0.14613643288612366, 0.35683774948120117, 0.11193335056304932, 0.3593791723251343]",Like
"[0.0, 0.3295384645462036, 0.01665663719177246, 0.2438734769821167, 0.06432253122329712, 0.13834798336029053, 0.08605241775512695, 0.06517571210861206, 0.08446726202964783, 0.0, 0.08399736881256104, 0.1628451943397522, 0.1905651092529297, 0.18113213777542114, 0.1670302152633667, 0.2019106149673462, 0.12858524918556213, 0.20304155349731445, 0.08653977513313293, 0.23348337411880493, 0.19558757543563843, 0.2433689832687378, 0.16717296838760376, 0.25719016790390015, 0.12501934170722961, 0.259171724319458, 0.09211090207099915, 0.3039053678512573, 0.1863161325454712, 0.3011108636856079, 0.15846630930900574, 0.309672474861145, 0.11997416615486145, 0.3126598596572876, 0.09871989488601685, 0.36830633878707886, 0.17010584473609924, 0.35284292697906494, 0.14613643288612366, 0.35683774948120117, 0.11193335056304932, 0.3593791723251343]",Like
"[0.0, 0.3295384645462036, 0.01665663719177246, 0.2438734769821167, 0.06432253122329712, 0.13834798336029053, 0.08605241775512695, 0.06517571210861206, 0.08446726202964783, 0.0, 0.08399736881256104, 0.1628451943397522, 0.1905651092529297, 0.18113213777542114, 0.1670302152633667, 0.2019106149673462, 0.12858524918556213, 0.20304155349731445, 0.08653977513313293, 0.23348337411880493, 0.19558757543563843, 0.2433689832687378, 0.16717296838760376, 0.25719016790390015, 0.12501934170722961, 0.259171724319458, 0.09211090207099915, 0.3039053678512573, 0.1863161325454712, 0.3011108636856079, 0.15846630930900574, 0.309672474861145, 0.11997416615486145, 0.3126598596572876, 0.09871989488601685, 0.36830633878707886, 0.17010584473609924, 0.35284292697906494, 0.14613643288612366, 0.35683774948120117, 0.11193335056304932, 0.3593791723251343]",Like
"[0.0, 0.32641249895095825, 0.018963515758514404, 0.23480552434921265, 0.06625920534133911, 0.13865965604782104, 0.0855599045753479, 0.06462883949279785, 0.08215349912643433, 0.0, 0.10782399773597717, 0.1720287799835205, 0.20952516794204712, 0.1926777958869934, 0.18313834071159363, 0.21277177333831787, 0.14300456643104553, 0.2123163342475891, 0.11131995916366577, 0.23741227388381958, 0.21051084995269775, 0.2505109906196594, 0.17721951007843018, 0.2650001645088196, 0.1369345784187317, 0.2627400755882263, 0.11205387115478516, 0.30472373962402344, 0.20136654376983643, 0.30777984857559204, 0.17079615592956543, 0.31665921211242676, 0.13380387425422668, 0.31598448753356934, 0.10987353324890137, 0.369102418422699, 0.1796257495880127, 0.36333978176116943, 0.15379518270492554, 0.3638700842857361, 0.12127864360809326, 0.36067718267440796]",Like
"[0.0, 0.3273031711578369, 0.019262105226516724, 0.24015963077545166, 0.07046538591384888, 0.13880020380020142, 0.09372839331626892, 0.06637182831764221, 0.09437575936317444, 0.0, 0.09014219045639038, 0.1680821180343628, 0.19742682576179504, 0.19051730632781982, 0.17043980956077576, 0.2099447250366211, 0.1286756992340088, 0.20846784114837646, 0.09035322070121765, 0.23974215984344482, 0.19887837767601013, 0.25508207082748413, 0.16697373986244202, 0.26550328731536865, 0.12213090062141418, 0.2636703848838806, 0.0921061635017395, 0.31122010946273804, 0.18560001254081726, 0.3114091753959656, 0.1548239290714264, 0.31820666790008545, 0.11454352736473083, 0.31993168592453003, 0.09415632486343384, 0.376043438911438, 0.16541621088981628, 0.3641618490219116, 0.1399988830089569, 0.36515510082244873, 0.10543659329414368, 0.36528968811035156]",Like
"[0.0, 0.33192819356918335, 0.02067616581916809, 0.24371516704559326, 0.07557383179664612, 0.14090251922607422, 0.10062813758850098, 0.06752115488052368, 0.10032430291175842, 0.0, 0.09400218725204468, 0.17806684970855713, 0.20326951146125793, 0.2042386531829834, 0.1758047640323639, 0.21498245000839233, 0.13401946425437927, 0.209617018699646, 0.0916256308555603, 0.25130319595336914, 0.20390108227729797, 0.2675880789756775, 0.17114770412445068, 0.2694167494773865, 0.1258096694946289, 0.2665318250656128, 0.0918862521648407, 0.32260340452194214, 0.18897083401679993, 0.32350534200668335, 0.15794524550437927, 0.32275640964508057, 0.11684247851371765, 0.3231303095817566, 0.09346020221710205, 0.3863827586174011, 0.16729068756103516, 0.37379902601242065, 0.14281633496284485, 0.3698989152908325, 0.1083015501499176, 0.36928868293762207]",Like
"[0.0, 0.33192819356918335, 0.02067616581916809, 0.24371516704559326, 0.07557383179664612, 0.14090251922607422, 0.10062813758850098, 0.06752115488052368, 0.10032430291175842, 0.0, 0.09400218725204468, 0.17806684970855713, 0.20326951146125793, 0.2042386531829834, 0.1758047640323639, 0.21498245000839233, 0.13401946425437927, 0.209617018699646, 0.0916256308555603, 0.25130319595336914, 0.20390108227729797, 0.2675880789756775, 0.17114770412445068, 0.2694167494773865, 0.1258096694946289, 0.2665318250656128, 0.0918862521648407, 0.32260340452194214, 0.18897083401679993, 0.32350534200668335, 0.15794524550437927, 0.32275640964508057, 0.11684247851371765, 0.3231303095817566, 0.09346020221710205, 0.3863827586174011, 0.16729068756103516, 0.37379902601242065, 0.14281633496284485, 0.3698989152908325, 0.1083015501499176, 0.36928868293762207]",Like
"[0.0, 0.33192819356918335, 0.02067616581916809, 0.24371516704559326, 0.07557383179664612, 0.14090251922607422, 0.10062813758850098, 0.06752115488052368, 0.10032430291175842, 0.0, 0.09400218725204468, 0.17806684970855713, 0.20326951146125793, 0.2042386531829834, 0.1758047640323639, 0.21498245000839233, 0.13401946425437927, 0.209617018699646, 0.0916256308555603, 0.25130319595336914, 0.20390108227729797, 0.2675880789756775, 0.17114770412445068, 0.2694167494773865, 0.1258096694946289, 0.2665318250656128, 0.0918862521648407, 0.32260340452194214, 0.18897083401679993, 0.32350534200668335, 0.15794524550437927, 0.32275640964508057, 0.11684247851371765, 0.3231303095817566, 0.09346020221710205, 0.3863827586174011, 0.16729068756103516, 0.37379902601242065, 0.14281633496284485, 0.3698989152908325, 0.1083015501499176, 0.36928868293762207]",Like
"[0.0, 0.3235796093940735, 0.02390003204345703, 0.23560351133346558, 0.08352607488632202, 0.13855868577957153, 0.11277922987937927, 0.06702733039855957, 0.11676859855651855, 0.0, 0.09846064448356628, 0.17513829469680786, 0.20599082112312317, 0.20624500513076782, 0.17597544193267822, 0.21621233224868774, 0.13433492183685303, 0.20989274978637695, 0.09390026330947876, 0.24951791763305664, 0.20397433638572693, 0.26847344636917114, 0.17023587226867676, 0.2696993350982666, 0.12576210498809814, 0.26587432622909546, 0.09139782190322876, 0.32173001766204834, 0.18771058320999146, 0.3251180648803711, 0.15677547454833984, 0.3233380913734436, 0.11653834581375122, 0.323249876499176, 0.08978760242462158, 0.3847540020942688, 0.16470405459403992, 0.37440383434295654, 0.14078468084335327, 0.36911284923553467, 0.1067938506603241, 0.36881011724472046]",Like
"[0.0, 0.3235796093940735, 0.02390003204345703, 0.23560351133346558, 0.08352607488632202, 0.13855868577957153, 0.11277922987937927, 0.06702733039855957, 0.11676859855651855, 0.0, 0.09846064448356628, 0.17513829469680786, 0.20599082112312317, 0.20624500513076782, 0.17597544193267822, 0.21621233224868774, 0.13433492183685303, 0.20989274978637695, 0.09390026330947876, 0.24951791763305664, 0.20397433638572693, 0.26847344636917114, 0.17023587226867676, 0.2696993350982666, 0.12576210498809814, 0.26587432622909546, 0.09139782190322876, 0.32173001766204834, 0.18771058320999146, 0.3251180648803711, 0.15677547454833984, 0.3233380913734436, 0.11653834581375122, 0.323249876499176, 0.08978760242462158, 0.3847540020942688, 0.16470405459403992, 0.37440383434295654, 0.14078468084335327, 0.36911284923553467, 0.1067938506603241, 0.36881011724472046]",Like
"[0.0, 0.31737369298934937, 0.025072455406188965, 0.2327425479888916, 0.08635291457176208, 0.1378679871559143, 0.11690625548362732, 0.0658872127532959, 0.12208729982376099, 0.0, 0.10168525576591492, 0.1726616621017456, 0.20753276348114014, 0.20785850286483765, 0.17942821979522705, 0.21797126531600952, 0.138563334941864, 0.20993751287460327, 0.0953730046749115, 0.2454405426979065, 0.20565888285636902, 0.27366626262664795, 0.1717795729637146, 0.27352625131607056, 0.12587857246398926, 0.26582634449005127, 0.09084686636924744, 0.3169454336166382, 0.18659603595733643, 0.3289973735809326, 0.1552543342113495, 0.3255537152290344, 0.11454784870147705, 0.3221438527107239, 0.08736076951026917, 0.3803417682647705, 0.16105449199676514, 0.3760886788368225, 0.1361755132675171, 0.3695085048675537, 0.10190683603286743, 0.3658895492553711]",Like
"[0.0, 0.31737369298934937, 0.025072455406188965, 0.2327425479888916, 0.08635291457176208, 0.1378679871559143, 0.11690625548362732, 0.0658872127532959, 0.12208729982376099, 0.0, 0.10168525576591492, 0.1726616621017456, 0.20753276348114014, 0.20785850286483765, 0.17942821979522705, 0.21797126531600952, 0.138563334941864, 0.20993751287460327, 0.0953730046749115, 0.2454405426979065, 0.20565888285636902, 0.27366626262664795, 0.1717795729637146, 0.27352625131607056, 0.12587857246398926, 0.26582634449005127, 0.09084686636924744, 0.3169454336166382, 0.18659603595733643, 0.3289973735809326, 0.1552543342113495, 0.3255537152290344, 0.11454784870147705, 0.3221438527107239, 0.08736076951026917, 0.3803417682647705, 0.16105449199676514, 0.3760886788368225, 0.1361755132675171, 0.3695085048675537, 0.10190683603286743, 0.3658895492553711]",Like
"[0.0, 0.32262030243873596, 0.028919190168380737, 0.237303227186203, 0.09258049726486206, 0.14041921496391296, 0.12055748701095581, 0.06806483864784241, 0.12523749470710754, 0.0, 0.10904097557067871, 0.18217578530311584, 0.21477949619293213, 0.2230079472064972, 0.1833801567554474, 0.2307041585445404, 0.141241192817688, 0.22036626935005188, 0.10090324282646179, 0.254390150308609, 0.20971670746803284, 0.28781309723854065, 0.173967182636261, 0.28451302647590637, 0.12780547142028809, 0.27540746331214905, 0.09343916177749634, 0.32518479228019714, 0.18947601318359375, 0.3419252336025238, 0.15698063373565674, 0.3365339934825897, 0.1157095730304718, 0.3316900432109833, 0.08732911944389343, 0.38995954394340515, 0.16106301546096802, 0.39050623774528503, 0.13548564910888672, 0.3819115459918976, 0.1009545624256134, 0.3759702742099762]",Like
"[0.0, 0.32262030243873596, 0.028919190168380737, 0.237303227186203, 0.09258049726486206, 0.14041921496391296, 0.12055748701095581, 0.06806483864784241, 0.12523749470710754, 0.0, 0.10904097557067871, 0.18217578530311584, 0.21477949619293213, 0.2230079472064972, 0.1833801567554474, 0.2307041585445404, 0.141241192817688, 0.22036626935005188, 0.10090324282646179, 0.254390150308609, 0.20971670746803284, 0.28781309723854065, 0.173967182636261, 0.28451302647590637, 0.12780547142028809, 0.27540746331214905, 0.09343916177749634, 0.32518479228019714, 0.18947601318359375, 0.3419252336025238, 0.15698063373565674, 0.3365339934825897, 0.1157095730304718, 0.3316900432109833, 0.08732911944389343, 0.38995954394340515, 0.16106301546096802, 0.39050623774528503, 0.13548564910888672, 0.3819115459918976, 0.1009545624256134, 0.3759702742099762]",Like
"[0.0, 0.32641249895095825, 0.018963515758514404, 0.23480552434921265, 0.06625920534133911, 0.13865965604782104, 0.0855599045753479, 0.06462883949279785, 0.08215349912643433, 0.0, 0.10782399773597717, 0.1720287799835205, 0.20952516794204712, 0.1926777958869934, 0.18313834071159363, 0.21277177333831787, 0.14300456643104553, 0.2123163342475891, 0.11131995916366577, 0.23741227388381958, 0.21051084995269775, 0.2505109906196594, 0.17721951007843018, 0.2650001645088196, 0.1369345784187317, 0.2627400755882263, 0.11205387115478516, 0.30472373962402344, 0.20136654376983643, 0.30777984857559204, 0.17079615592956543, 0.31665921211242676, 0.13380387425422668, 0.31598448753356934, 0.10987353324890137, 0.369102418422699, 0.1796257495880127, 0.36333978176116943, 0.15379518270492554, 0.3638700842857361, 0.12127864360809326, 0.36067718267440796]",Like
"[0.0, 0.31955486536026, 0.0321844220161438, 0.2340097427368164, 0.10024172067642212, 0.1388620138168335, 0.13047179579734802, 0.06816202402114868, 0.13751497864723206, 0.0, 0.11742478609085083, 0.1809757947921753, 0.22285550832748413, 0.2257123589515686, 0.19006630778312683, 0.23163270950317383, 0.14658236503601074, 0.21986019611358643, 0.1080399751663208, 0.2538067698478699, 0.2182164192199707, 0.2916710376739502, 0.18141642212867737, 0.28584015369415283, 0.13414040207862854, 0.2760537266731262, 0.09855049848556519, 0.32491832971572876, 0.1951940953731537, 0.3446406126022339, 0.16242462396621704, 0.3370248079299927, 0.12107715010643005, 0.3326002359390259, 0.08975324034690857, 0.38965654373168945, 0.16502004861831665, 0.391476035118103, 0.1393035352230072, 0.38022541999816895, 0.10420936346054077, 0.373507022857666]",Like
"[0.0, 0.31955486536026, 0.0321844220161438, 0.2340097427368164, 0.10024172067642212, 0.1388620138168335, 0.13047179579734802, 0.06816202402114868, 0.13751497864723206, 0.0, 0.11742478609085083, 0.1809757947921753, 0.22285550832748413, 0.2257123589515686, 0.19006630778312683, 0.23163270950317383, 0.14658236503601074, 0.21986019611358643, 0.1080399751663208, 0.2538067698478699, 0.2182164192199707, 0.2916710376739502, 0.18141642212867737, 0.28584015369415283, 0.13414040207862854, 0.2760537266731262, 0.09855049848556519, 0.32491832971572876, 0.1951940953731537, 0.3446406126022339, 0.16242462396621704, 0.3370248079299927, 0.12107715010643005, 0.3326002359390259, 0.08975324034690857, 0.38965654373168945, 0.16502004861831665, 0.391476035118103, 0.1393035352230072, 0.38022541999816895, 0.10420936346054077, 0.373507022857666]",Like
"[0.0, 0.31955486536026, 0.0321844220161438, 0.2340097427368164, 0.10024172067642212, 0.1388620138168335, 0.13047179579734802, 0.06816202402114868, 0.13751497864723206, 0.0, 0.11742478609085083, 0.1809757947921753, 0.22285550832748413, 0.2257123589515686, 0.19006630778312683, 0.23163270950317383, 0.14658236503601074, 0.21986019611358643, 0.1080399751663208, 0.2538067698478699, 0.2182164192199707, 0.2916710376739502, 0.18141642212867737, 0.28584015369415283, 0.13414040207862854, 0.2760537266731262, 0.09855049848556519, 0.32491832971572876, 0.1951940953731537, 0.3446406126022339, 0.16242462396621704, 0.3370248079299927, 0.12107715010643005, 0.3326002359390259, 0.08975324034690857, 0.38965654373168945, 0.16502004861831665, 0.391476035118103, 0.1393035352230072, 0.38022541999816895, 0.10420936346054077, 0.373507022857666]",Like
"[0.0, 0.3164446949958801, 0.03709954023361206, 0.2290223240852356, 0.10677215456962585, 0.1384771466255188, 0.1391587257385254, 0.06797829270362854, 0.14699596166610718, 0.0, 0.12256500124931335, 0.18843895196914673, 0.22686493396759033, 0.2369799017906189, 0.1939113736152649, 0.24021166563034058, 0.15135478973388672, 0.22652924060821533, 0.11136266589164734, 0.2598745822906494, 0.2154490053653717, 0.29970085620880127, 0.17854350805282593, 0.29191774129867554, 0.13501140475273132, 0.27941107749938965, 0.09926587343215942, 0.3288779854774475, 0.1942039132118225, 0.35270315408706665, 0.16106802225112915, 0.3418866991996765, 0.1214061975479126, 0.3339669108390808, 0.08747926354408264, 0.39015263319015503, 0.16272881627082825, 0.39879173040390015, 0.13639014959335327, 0.38474220037460327, 0.1018173098564148, 0.3755594491958618]",Like
"[0.0, 0.3164446949958801, 0.03709954023361206, 0.2290223240852356, 0.10677215456962585, 0.1384771466255188, 0.1391587257385254, 0.06797829270362854, 0.14699596166610718, 0.0, 0.12256500124931335, 0.18843895196914673, 0.22686493396759033, 0.2369799017906189, 0.1939113736152649, 0.24021166563034058, 0.15135478973388672, 0.22652924060821533, 0.11136266589164734, 0.2598745822906494, 0.2154490053653717, 0.29970085620880127, 0.17854350805282593, 0.29191774129867554, 0.13501140475273132, 0.27941107749938965, 0.09926587343215942, 0.3288779854774475, 0.1942039132118225, 0.35270315408706665, 0.16106802225112915, 0.3418866991996765, 0.1214061975479126, 0.3339669108390808, 0.08747926354408264, 0.39015263319015503, 0.16272881627082825, 0.39879173040390015, 0.13639014959335327, 0.38474220037460327, 0.1018173098564148, 0.3755594491958618]",Like
"[0.0, 0.3123065233230591, 0.036393940448760986, 0.22734707593917847, 0.10618707537651062, 0.13748610019683838, 0.13859429955482483, 0.06753113865852356, 0.14797905087471008, 0.0, 0.12229746580123901, 0.1863023042678833, 0.22622805833816528, 0.23358821868896484, 0.19395139813423157, 0.23716771602630615, 0.15222740173339844, 0.2234330177307129, 0.11055800318717957, 0.25666218996047974, 0.2166014313697815, 0.2979007959365845, 0.179343581199646, 0.2895631790161133, 0.13532739877700806, 0.27626752853393555, 0.09807437658309937, 0.324939489364624, 0.19391703605651855, 0.3504774570465088, 0.16084551811218262, 0.33935582637786865, 0.12133806943893433, 0.33123844861984253, 0.08615544438362122, 0.3863421678543091, 0.1621033251285553, 0.39477288722991943, 0.1356543004512787, 0.3801785707473755, 0.1007641851902008, 0.37015676498413086]",Like
"[0.0, 0.3123065233230591, 0.036393940448760986, 0.22734707593917847, 0.10618707537651062, 0.13748610019683838, 0.13859429955482483, 0.06753113865852356, 0.14797905087471008, 0.0, 0.12229746580123901, 0.1863023042678833, 0.22622805833816528, 0.23358821868896484, 0.19395139813423157, 0.23716771602630615, 0.15222740173339844, 0.2234330177307129, 0.11055800318717957, 0.25666218996047974, 0.2166014313697815, 0.2979007959365845, 0.179343581199646, 0.2895631790161133, 0.13532739877700806, 0.27626752853393555, 0.09807437658309937, 0.324939489364624, 0.19391703605651855, 0.3504774570465088, 0.16084551811218262, 0.33935582637786865, 0.12133806943893433, 0.33123844861984253, 0.08615544438362122, 0.3863421678543091, 0.1621033251285553, 0.39477288722991943, 0.1356543004512787, 0.3801785707473755, 0.1007641851902008, 0.37015676498413086]",Like
"[0.0, 0.3080902099609375, 0.03359860181808472, 0.22424376010894775, 0.10153567790985107, 0.13395386934280396, 0.13198059797286987, 0.06610679626464844, 0.14083939790725708, 0.0, 0.11574575304985046, 0.17591238021850586, 0.21954017877578735, 0.2191394567489624, 0.18856507539749146, 0.22598236799240112, 0.14582198858261108, 0.2143571972846985, 0.10613295435905457, 0.24880844354629517, 0.21414175629615784, 0.28692734241485596, 0.1799696683883667, 0.2803400158882141, 0.1334742307662964, 0.2681630253791809, 0.09686100482940674, 0.32000237703323364, 0.19038164615631104, 0.33826982975006104, 0.15988218784332275, 0.33142852783203125, 0.11993446946144104, 0.32614707946777344, 0.08825433254241943, 0.3848375082015991, 0.1615610122680664, 0.3853321075439453, 0.13745680451393127, 0.3750994801521301, 0.10387599468231201, 0.3691006302833557]",Like
"[0.0, 0.3080902099609375, 0.03359860181808472, 0.22424376010894775, 0.10153567790985107, 0.13395386934280396, 0.13198059797286987, 0.06610679626464844, 0.14083939790725708, 0.0, 0.11574575304985046, 0.17591238021850586, 0.21954017877578735, 0.2191394567489624, 0.18856507539749146, 0.22598236799240112, 0.14582198858261108, 0.2143571972846985, 0.10613295435905457, 0.24880844354629517, 0.21414175629615784, 0.28692734241485596, 0.1799696683883667, 0.2803400158882141, 0.1334742307662964, 0.2681630253791809, 0.09686100482940674, 0.32000237703323364, 0.19038164615631104, 0.33826982975006104, 0.15988218784332275, 0.33142852783203125, 0.11993446946144104, 0.32614707946777344, 0.08825433254241943, 0.3848375082015991, 0.1615610122680664, 0.3853321075439453, 0.13745680451393127, 0.3750994801521301, 0.10387599468231201, 0.3691006302833557]",Like
"[0.0, 0.3156500458717346, 0.025647401809692383, 0.23038572072982788, 0.0860847532749176, 0.13557124137878418, 0.11393123865127563, 0.06572780013084412, 0.11829531192779541, 0.0, 0.1040675938129425, 0.17241716384887695, 0.20922541618347168, 0.20721596479415894, 0.1807314157485962, 0.21711254119873047, 0.1390017867088318, 0.2088414430618286, 0.09876662492752075, 0.24460649490356445, 0.20755088329315186, 0.2718624472618103, 0.17402887344360352, 0.2718689441680908, 0.12829071283340454, 0.26491159200668335, 0.09436997771263123, 0.3155853748321533, 0.18994054198265076, 0.32620692253112793, 0.1588992178440094, 0.32399022579193115, 0.1181618869304657, 0.32162147760391235, 0.0907057523727417, 0.37987053394317627, 0.16487202048301697, 0.37608933448791504, 0.1407409906387329, 0.3695260286331177, 0.10667973756790161, 0.3655117154121399]",Like
"[0.09846355020999908, 0.4963650107383728, 0.1674622744321823, 0.4852151870727539, 0.23684294521808624, 0.43738752603530884, 0.30019547045230865, 0.4064210057258606, 0.35523636639118195, 0.3971163034439087, 0.1925153285264969, 0.28758877515792847, 0.22821570932865143, 0.18750515580177307, 0.24845553934574127, 0.11876720190048218, 0.2607985585927963, 0.0592193603515625, 0.14121045172214508, 0.26591193675994873, 0.15531037747859955, 0.14642846584320068, 0.163430318236351, 0.06663453578948975, 0.1662624329328537, 0.0, 0.09294582903385162, 0.27345919609069824, 0.0897267609834671, 0.15937626361846924, 0.08987124264240265, 0.082114577293396, 0.08994950354099274, 0.018044710159301758, 0.05015917122364044, 0.30591118335723877, 0.0272253155708313, 0.22210153937339783, 0.01077587902545929, 0.1662447452545166, 0.0, 0.11374461650848389]",Stop
"[0.10556317865848541, 0.5013192296028137, 0.17542077600955963, 0.486910343170166, 0.24512408673763275, 0.4344945549964905, 0.30863790214061737, 0.3997911214828491, 0.3646010011434555, 0.3898361325263977, 0.1972186118364334, 0.28662848472595215, 0.2297573834657669, 0.18544310331344604, 0.2493334263563156, 0.11589357256889343, 0.26131002604961395, 0.05661463737487793, 0.14520443975925446, 0.26703500747680664, 0.1563027948141098, 0.14660531282424927, 0.16375474631786346, 0.06655818223953247, 0.16605786979198456, 0.0, 0.0967784970998764, 0.27648478746414185, 0.09058801829814911, 0.1633843183517456, 0.08955501019954681, 0.08671396970748901, 0.08846370875835419, 0.023041069507598877, 0.054135844111442566, 0.31041282415390015, 0.029540881514549255, 0.2265891432762146, 0.012005433440208435, 0.1710752546787262, 0.0, 0.1183963418006897]",Stop
"[0.14578990638256073, 0.5199564695358276, 0.21507535874843597, 0.4917270541191101, 0.28000687062740326, 0.42411017417907715, 0.3395925909280777, 0.3769803047180176, 0.39480967819690704, 0.357205867767334, 0.21874119341373444, 0.28549718856811523, 0.24312256276607513, 0.17892205715179443, 0.25509171187877655, 0.10885059833526611, 0.2615342289209366, 0.04944610595703125, 0.1650666445493698, 0.27272582054138184, 0.16528834402561188, 0.14812791347503662, 0.16481204330921173, 0.06621509790420532, 0.1604279726743698, 0.0, 0.11709193885326385, 0.29022932052612305, 0.09838967025279999, 0.17466861009597778, 0.08805295825004578, 0.09970688819885254, 0.079985111951828, 0.036565959453582764, 0.07620614767074585, 0.3307769298553467, 0.04298904538154602, 0.2511729598045349, 0.01849856972694397, 0.1992674469947815, 0.0, 0.14867264032363892]",Stop
"[0.14578990638256073, 0.5199564695358276, 0.21507535874843597, 0.4917270541191101, 0.28000687062740326, 0.42411017417907715, 0.3395925909280777, 0.3769803047180176, 0.39480967819690704, 0.357205867767334, 0.21874119341373444, 0.28549718856811523, 0.24312256276607513, 0.17892205715179443, 0.25509171187877655, 0.10885059833526611, 0.2615342289209366, 0.04944610595703125, 0.1650666445493698, 0.27272582054138184, 0.16528834402561188, 0.14812791347503662, 0.16481204330921173, 0.06621509790420532, 0.1604279726743698, 0.0, 0.11709193885326385, 0.29022932052612305, 0.09838967025279999, 0.17466861009597778, 0.08805295825004578, 0.09970688819885254, 0.079985111951828, 0.036565959453582764, 0.07620614767074585, 0.3307769298553467, 0.04298904538154602, 0.2511729598045349, 0.01849856972694397, 0.1992674469947815, 0.0, 0.14867264032363892]",Stop
"[0.14578990638256073, 0.5199564695358276, 0.21507535874843597, 0.4917270541191101, 0.28000687062740326, 0.42411017417907715, 0.3395925909280777, 0.3769803047180176, 0.39480967819690704, 0.357205867767334, 0.21874119341373444, 0.28549718856811523, 0.24312256276607513, 0.17892205715179443, 0.25509171187877655, 0.10885059833526611, 0.2615342289209366, 0.04944610595703125, 0.1650666445493698, 0.27272582054138184, 0.16528834402561188, 0.14812791347503662, 0.16481204330921173, 0.06621509790420532, 0.1604279726743698, 0.0, 0.11709193885326385, 0.29022932052612305, 0.09838967025279999, 0.17466861009597778, 0.08805295825004578, 0.09970688819885254, 0.079985111951828, 0.036565959453582764, 0.07620614767074585, 0.3307769298553467, 0.04298904538154602, 0.2511729598045349, 0.01849856972694397, 0.1992674469947815, 0.0, 0.14867264032363892]",Stop
